คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,รายได้ครอบครัว,การศึกษาของผู้ปกครอง,จำนวนพี่น้อง,ชั่วโมงการนอน,ความถี่การออกกำลังกาย,ชั่วโมงใช้โซเชียลมีเดีย,ชอบอ่านหนังสือ,ประเภทเพลงที่ชอบ,แผนก,ชั้นปี,GPA,ความพึงพอใจในแผนก,หากเลือกใหม่จะเลือกแผนกเดิมไหม
91.2,52.1,47.4,37.1,46.3,5.7,9.4,6.8,6.2,8.0,4.6,17,0,1,2,0,7.3,5,5.7,0,3,บัญชี,3,3.05,4,2
94.5,37.1,52.2,81.0,96.5,6.6,7.5,9.2,4.0,6.5,2.1,16,1,2,1,0,6.7,0,7.6,1,1,อาหาร,1,3.18,3,5
34.3,55.2,86.6,44.0,97.1,9.5,3.6,4.8,2.6,5.5,3.6,19,1,1,3,2,8.9,4,3.6,1,4,อาหาร,1,3.94,5,2
49.4,48.9,91.3,56.0,36.8,9.1,3.9,5.7,3.9,9.2,9.8,19,0,4,2,2,5.5,1,1.1,1,3,อาหาร,2,2.98,4,4
86.4,89.0,51.2,65.1,31.0,3.9,4.1,8.4,1.4,4.4,4.9,16,0,2,4,0,9.9,6,5.4,1,4,สารสนเทศ,2,3.13,3,3
82.4,51.9,90.1,80.8,41.3,4.2,7.4,6.4,9.6,3.0,5.2,18,0,5,4,2,5.6,5,7.7,0,2,บัญชี,3,3.78,4,1
42.9,85.2,90.0,37.9,99.7,5.5,8.1,9.2,6.2,6.5,5.5,16,0,2,1,1,8.9,6,5.6,0,2,อาหาร,2,3.23,4,2
44.7,92.4,83.5,58.4,42.6,5.0,9.0,5.4,8.3,6.6,9.0,16,0,1,1,0,6.8,4,6.4,1,3,สารสนเทศ,2,3.58,4,1
55.9,60.4,40.3,64.0,65.2,7.3,9.6,5.6,4.8,5.0,6.4,16,1,4,1,0,9.3,0,3.4,1,3,อาหาร,2,2.83,3,3
63.9,93.7,78.3,67.9,89.4,9.3,4.4,9.2,9.1,5.4,7.2,19,1,1,4,3,5.4,6,0.8,0,4,สารสนเทศ,1,2.88,3,3
73.3,56.4,96.2,87.3,31.4,9.7,5.2,6.3,5.3,9.6,4.5,19,0,1,2,3,6.9,0,1.4,0,4,บัญชี,2,3.18,3,1
55.8,97.5,77.8,42.0,72.3,7.6,4.7,6.6,6.2,7.6,1.3,16,0,3,4,1,6.7,5,7.9,1,2,สารสนเทศ,2,3.23,4,2
62.4,36.3,53.2,86.5,49.4,8.9,5.5,5.3,5.4,2.0,9.4,16,0,1,4,2,10.0,6,3.9,0,1,อาหาร,3,3.13,5,1
82.3,78.1,65.0,78.5,90.4,6.7,9.4,4.9,7.6,2.9,9.5,16,1,4,4,1,9.9,2,0.1,0,4,อาหาร,1,3.4,4,2
32.6,64.6,75.2,68.9,49.8,4.5,7.0,7.6,6.1,9.8,9.5,18,1,5,2,2,5.9,0,7.6,0,2,อาหาร,1,2.7,2,1
47.7,57.1,65.7,79.0,78.1,6.7,8.2,3.8,3.4,7.5,9.5,18,0,3,4,3,8.1,2,4.0,0,1,อาหาร,3,3.46,5,1
79.9,74.3,38.4,58.8,77.2,6.9,6.4,9.2,2.3,9.2,8.3,18,1,1,1,2,7.7,6,6.7,0,3,สารสนเทศ,2,2.95,4,3
92.7,79.3,51.8,39.7,45.5,8.2,3.2,8.5,6.5,3.7,7.2,19,1,2,1,3,5.8,6,4.4,0,3,บัญชี,3,3.3,5,2
65.8,30.3,86.2,76.6,32.4,4.5,3.4,4.3,5.4,7.7,8.6,17,0,3,1,0,5.8,0,0.8,0,4,บัญชี,2,2.68,3,4
67.2,41.7,90.3,66.7,58.6,5.6,6.8,7.9,1.9,7.4,6.4,16,0,4,1,0,9.9,2,4.9,1,1,อาหาร,3,2.16,3,5
37.5,79.9,39.6,74.8,50.2,5.5,8.0,7.2,4.6,3.7,2.2,16,1,2,4,2,7.3,2,8.0,1,2,สารสนเทศ,1,3.35,4,1
61.3,76.6,96.7,53.7,86.6,9.7,4.5,4.3,5.6,6.0,4.5,17,1,4,4,3,5.6,5,0.3,1,4,อาหาร,1,3.28,5,1
67.3,97.6,53.0,93.5,86.0,6.1,8.1,4.9,8.4,6.6,9.7,16,1,2,4,1,6.1,5,6.7,1,2,สารสนเทศ,3,2.92,3,5
47.0,83.3,76.4,71.1,62.0,8.3,8.7,5.9,1.7,5.3,4.2,18,1,5,1,3,6.3,6,1.9,1,1,สารสนเทศ,3,2.58,3,5
48.8,96.6,82.6,36.0,72.5,8.3,5.9,7.9,4.1,8.4,8.8,18,1,4,2,3,7.6,4,3.2,0,4,สารสนเทศ,2,3.33,4,1
56.4,79.2,86.8,61.5,72.3,4.9,8.2,7.5,8.4,8.5,1.8,17,0,2,3,3,6.7,2,3.0,0,1,อาหาร,2,3.07,4,3
31.4,50.9,96.2,82.9,87.9,7.0,5.8,6.7,6.8,8.7,4.0,18,1,4,3,0,7.3,3,7.2,0,1,อาหาร,3,3.94,5,2
52.5,37.4,51.9,85.6,59.8,9.3,7.7,8.4,3.6,8.2,4.2,17,0,3,3,3,5.8,0,4.0,0,1,อาหาร,1,3.23,5,1
44.8,84.7,90.1,64.6,49.3,6.3,8.3,8.3,8.6,5.4,1.5,18,0,4,2,2,6.6,5,3.6,0,2,สารสนเทศ,2,2.86,4,2
52.9,75.1,39.2,92.6,48.6,9.6,9.9,7.3,5.4,4.4,2.1,16,1,4,4,0,5.4,1,6.5,1,3,สารสนเทศ,1,3.46,4,1
38.4,33.4,79.4,48.7,67.5,4.5,5.4,8.5,5.5,8.5,2.7,19,0,2,3,0,9.4,6,0.4,0,4,อาหาร,1,3.97,5,2
92.3,55.2,81.9,58.7,61.4,3.5,5.9,5.3,9.8,5.4,8.5,18,1,4,3,0,6.0,0,0.7,0,2,บัญชี,2,3.42,4,1
71.6,97.0,77.4,92.9,60.8,9.2,4.2,9.2,9.5,3.2,1.6,17,0,5,4,3,8.8,4,0.2,1,1,สารสนเทศ,3,3.27,4,1
77.5,65.0,47.7,92.7,36.4,8.9,4.4,7.3,4.2,5.6,3.7,19,1,1,3,1,6.7,4,5.5,0,2,สารสนเทศ,2,2.39,3,1
85.2,60.3,91.1,78.0,80.3,9.9,7.9,8.8,2.3,2.3,1.1,16,0,3,4,3,7.4,2,4.2,1,1,อาหาร,3,2.53,3,5
64.9,62.0,41.8,90.1,45.0,7.8,9.4,6.8,3.9,7.2,7.3,19,1,2,3,3,6.5,4,7.0,0,1,สารสนเทศ,1,2.73,4,1
36.1,44.6,33.8,36.2,43.8,9.6,5.8,4.5,1.3,4.0,6.6,17,1,4,4,1,8.5,5,4.0,0,1,สารสนเทศ,1,2.88,3,1
67.6,55.8,80.2,90.5,58.9,8.8,4.3,6.8,1.2,3.3,6.8,16,0,4,1,3,9.2,4,1.8,1,1,อาหาร,1,2.77,3,4
71.1,55.9,63.3,52.4,45.9,8.9,5.0,5.6,4.6,9.6,4.4,16,0,4,2,2,6.4,0,6.4,1,2,บัญชี,1,2.93,4,2
82.2,33.7,89.4,42.5,70.9,7.0,6.2,7.9,9.5,8.0,2.9,18,0,3,3,1,6.2,6,2.4,0,1,บัญชี,1,2.87,4,1
60.2,83.7,56.8,46.8,56.0,5.7,5.0,6.3,8.8,8.1,7.5,19,1,1,4,2,8.4,3,7.5,0,2,สารสนเทศ,1,3.67,5,1
38.9,59.2,41.8,59.3,61.4,9.5,4.6,8.9,5.6,6.6,8.3,18,0,5,1,2,6.0,3,2.0,1,2,สารสนเทศ,2,2.57,3,1
49.9,87.6,88.6,47.6,67.6,6.0,8.2,7.7,6.1,8.6,2.2,16,0,5,4,0,8.2,6,1.3,0,3,สารสนเทศ,1,2.93,4,2
55.4,89.5,68.4,52.4,44.2,6.8,3.1,7.8,1.1,7.8,5.4,18,1,2,3,0,5.5,6,3.9,1,2,สารสนเทศ,2,3.7,5,2
75.2,44.8,43.2,39.4,40.9,6.1,6.8,4.5,2.9,6.4,3.2,18,1,1,3,1,8.1,2,0.4,1,3,บัญชี,3,3.09,4,1
70.0,76.0,80.4,50.7,91.6,7.0,8.6,9.9,1.2,9.7,2.5,17,0,1,3,3,7.6,6,0.3,0,3,อาหาร,2,3.53,4,2
54.9,63.1,65.8,70.1,60.4,6.3,4.9,8.9,7.8,2.7,7.6,18,0,3,3,2,5.6,4,4.0,1,3,อาหาร,3,3.09,4,5
99.1,91.6,72.3,60.9,58.8,3.3,7.2,8.5,2.3,9.5,5.8,16,1,4,3,3,8.2,4,1.7,1,2,บัญชี,3,2.63,3,1
72.4,45.1,62.3,54.3,32.5,9.2,7.7,5.3,8.8,4.6,2.9,18,1,1,1,2,7.2,3,0.1,0,3,บัญชี,1,3.48,4,1
46.6,77.4,88.0,82.3,64.9,6.1,7.6,6.7,6.8,5.8,3.8,16,1,4,4,0,6.1,6,2.4,1,4,อาหาร,2,2.18,3,2
37.1,72.5,88.1,92.5,68.8,7.1,6.1,4.0,3.1,2.1,9.7,16,0,3,4,0,6.8,2,3.8,1,1,อาหาร,3,3.65,4,1
40.7,50.7,79.7,83.0,69.1,4.0,5.4,6.8,2.4,5.9,8.6,17,0,2,3,0,7.5,4,3.2,0,2,อาหาร,1,3.8,5,1
47.2,39.6,37.4,53.2,79.5,3.0,8.9,4.0,6.6,6.5,8.9,16,1,2,4,1,5.5,2,1.1,1,1,อาหาร,3,3.42,5,1
41.2,75.6,88.7,82.1,42.4,4.7,8.3,6.9,9.1,10.0,5.1,16,1,4,1,2,9.8,5,4.6,0,2,สารสนเทศ,2,3.03,4,2
43.1,81.7,77.0,40.6,47.7,7.9,5.2,7.5,7.5,9.8,6.6,17,1,4,3,3,8.3,0,5.7,0,3,สารสนเทศ,1,3.55,5,1
50.0,52.1,78.8,39.1,86.8,3.7,3.7,5.7,4.1,9.7,4.4,16,0,1,2,2,5.5,5,5.4,1,4,อาหาร,2,3.25,5,1
42.1,75.1,55.4,54.2,96.3,9.4,3.5,6.5,6.3,4.1,1.7,17,0,3,1,3,9.1,4,3.2,0,3,อาหาร,2,3.06,4,2
92.8,57.7,91.5,86.5,39.5,4.5,3.7,9.1,3.8,9.9,4.6,19,0,2,3,3,6.6,4,1.1,1,2,บัญชี,2,3.53,4,2
35.6,79.9,80.8,47.2,64.8,4.4,7.1,3.8,10.0,5.1,6.3,19,0,1,4,3,8.0,4,4.0,0,3,อาหาร,1,2.97,3,1
66.7,43.9,37.9,34.4,45.0,4.3,3.4,8.5,7.7,8.7,3.6,19,1,5,1,2,6.4,3,7.1,0,4,บัญชี,2,3.01,4,4
58.7,92.3,58.5,39.2,34.2,3.1,5.4,4.2,6.5,2.9,8.6,16,1,1,3,0,8.7,3,3.7,1,1,สารสนเทศ,2,3.41,4,1
98.8,50.1,92.0,90.1,52.8,8.4,8.3,3.3,4.8,5.6,2.4,18,0,4,4,1,8.6,4,1.6,1,1,บัญชี,3,3.47,4,3
37.8,55.7,33.3,74.4,40.1,9.1,5.1,4.3,6.6,9.7,4.3,17,1,5,4,1,7.8,4,0.7,1,3,สารสนเทศ,3,3.14,4,1
57.8,34.1,97.3,47.7,79.7,7.3,8.3,8.4,4.1,9.5,2.1,19,1,1,3,0,6.2,0,7.6,1,2,อาหาร,3,2.71,4,2
97.9,37.8,77.5,68.9,67.4,4.3,8.2,5.8,1.3,7.2,4.6,17,0,3,1,1,6.3,0,5.9,0,2,บัญชี,1,3.36,4,3
90.6,66.1,74.2,66.9,40.1,5.0,4.7,9.1,4.6,8.2,1.4,19,1,2,3,3,6.9,2,2.5,1,1,บัญชี,1,3.35,5,1
87.2,48.7,48.9,75.9,30.6,6.3,8.1,6.7,9.4,2.6,3.5,19,0,5,3,1,5.7,6,2.4,0,4,บัญชี,1,3.87,5,1
48.1,88.5,47.4,46.3,86.6,9.7,8.2,3.2,6.6,7.5,4.6,16,0,3,3,2,6.7,2,7.2,0,3,สารสนเทศ,2,3.05,4,1
42.0,31.0,95.9,90.5,42.3,4.7,5.8,8.0,1.8,6.6,5.3,17,0,1,3,0,8.4,3,1.4,0,3,อาหาร,1,3.58,5,1
76.8,56.5,50.9,51.7,72.4,8.1,4.5,3.8,9.0,1.8,5.9,16,1,4,3,0,9.2,1,4.3,1,1,บัญชี,2,2.37,3,3
95.1,53.6,84.3,78.6,53.6,6.1,6.6,8.5,3.4,2.0,3.5,17,0,4,4,0,6.7,0,5.7,0,2,บัญชี,1,3.09,4,2
69.0,31.4,57.5,31.1,71.0,5.1,9.4,4.2,3.2,2.0,5.7,17,1,3,3,0,6.2,2,3.2,0,3,อาหาร,2,3.13,4,2
70.0,38.7,39.7,56.1,52.1,6.2,7.5,5.4,3.7,7.5,5.6,18,1,4,1,2,9.2,6,0.3,0,2,บัญชี,1,2.93,3,5
49.6,59.0,30.8,54.6,36.1,3.5,4.2,8.3,6.2,2.3,3.8,19,0,2,2,3,9.5,6,1.8,0,2,สารสนเทศ,1,3.15,4,2
83.9,64.5,68.1,68.0,45.6,8.6,7.8,9.7,5.9,5.2,8.5,16,0,3,3,3,7.1,0,7.2,1,1,บัญชี,3,3.42,5,2
43.1,58.3,98.3,35.1,43.2,4.7,6.0,5.6,5.4,4.2,5.9,18,0,3,1,3,5.1,0,4.2,0,2,อาหาร,2,3.18,4,1
52.7,67.2,55.8,85.3,60.0,8.1,7.1,8.8,7.5,6.0,4.0,17,0,4,2,1,8.5,5,6.5,0,4,สารสนเทศ,3,2.54,2,3
59.8,71.7,55.0,45.2,76.1,3.5,8.1,4.3,3.8,7.4,9.5,19,0,3,1,3,8.9,1,4.4,0,4,อาหาร,2,3.29,5,2
65.5,30.7,54.1,77.4,48.5,9.7,6.6,8.7,8.0,7.2,8.6,16,1,1,4,1,5.1,0,7.5,0,1,อาหาร,3,2.2,3,3
47.0,62.5,66.4,86.2,30.8,4.4,8.7,7.6,2.6,5.6,9.8,18,1,5,4,2,8.0,5,7.3,0,3,สารสนเทศ,1,2.98,3,4
38.0,97.4,60.8,69.3,66.3,9.2,8.1,4.3,8.0,5.2,7.2,17,1,5,2,1,7.9,6,3.9,0,2,สารสนเทศ,1,3.49,5,1
72.7,66.3,91.6,81.9,72.4,8.7,7.3,5.1,7.0,4.6,4.4,18,0,4,2,3,6.9,1,2.5,0,4,อาหาร,2,3.29,4,1
50.2,77.4,65.4,76.3,97.4,9.8,4.1,3.9,7.1,8.8,3.5,17,0,2,2,0,8.7,6,4.8,0,1,อาหาร,3,2.97,4,1
70.7,51.8,65.5,54.9,71.3,6.3,8.9,5.7,5.3,4.0,7.0,17,1,2,4,2,7.1,5,5.4,1,1,อาหาร,2,2.85,3,3
40.8,84.2,39.7,86.6,63.0,8.1,9.6,4.4,7.0,3.3,9.8,19,0,4,4,3,8.4,6,4.0,1,2,สารสนเทศ,2,2.95,4,2
63.7,84.1,98.8,50.6,70.1,5.6,4.0,7.5,1.7,7.7,6.6,16,1,4,1,3,7.6,5,6.6,0,1,สารสนเทศ,1,3.73,4,5
67.3,66.5,47.5,70.0,95.0,4.3,6.4,10.0,8.7,4.2,8.9,19,1,3,4,3,6.2,1,1.5,0,3,อาหาร,2,3.32,5,1
33.6,98.3,35.1,82.2,88.0,6.1,4.8,3.1,1.5,8.6,4.0,16,1,2,2,2,8.0,0,2.7,1,2,สารสนเทศ,2,3.39,5,1
53.6,38.8,76.4,56.5,52.6,4.2,8.3,6.8,2.3,4.0,4.7,16,0,5,3,0,8.7,0,5.5,0,3,อาหาร,3,2.18,3,2
39.4,31.2,71.7,51.2,46.6,9.9,8.1,7.0,6.2,7.3,9.2,17,0,4,3,0,9.9,2,2.0,0,4,อาหาร,2,2.86,3,1
34.4,83.9,59.1,62.2,48.4,3.7,4.0,9.4,7.7,1.4,7.8,18,1,5,2,0,6.9,0,3.5,0,4,สารสนเทศ,1,3.51,3,1
99.3,86.5,59.6,87.3,65.3,7.1,9.1,6.5,1.7,4.5,9.8,16,0,5,4,3,5.3,6,7.7,1,4,สารสนเทศ,1,2.34,3,4
52.6,38.4,85.0,95.1,82.1,7.4,4.3,6.8,9.3,4.1,8.0,16,0,2,2,1,9.9,0,5.0,1,4,อาหาร,1,4.0,5,1
86.7,48.6,43.7,68.2,65.2,6.8,8.6,6.3,9.8,8.4,5.0,16,0,5,4,3,8.1,0,7.6,0,1,บัญชี,2,2.64,4,1
47.8,31.2,87.4,76.3,34.7,7.6,6.2,4.9,6.5,9.7,5.8,16,1,3,3,0,9.7,2,5.8,0,3,อาหาร,1,2.84,3,2
77.7,50.5,75.4,93.2,80.7,3.8,5.3,3.4,5.3,5.1,9.1,17,1,3,1,2,5.5,1,5.8,0,1,อาหาร,2,3.01,3,2
83.2,84.1,59.3,36.9,86.4,6.9,4.1,5.9,7.7,8.4,6.0,19,1,2,4,1,6.7,2,4.7,0,1,บัญชี,2,3.2,4,4
71.7,66.3,62.1,46.2,50.3,5.0,4.2,3.4,4.0,7.3,3.3,18,1,3,1,1,5.7,6,1.1,0,4,บัญชี,1,3.05,4,1
63.0,54.4,48.0,79.6,76.5,9.6,7.6,6.9,5.4,9.7,4.9,17,1,4,3,3,9.2,6,4.2,1,3,อาหาร,2,2.89,4,1
58.8,56.0,82.6,87.7,59.9,8.3,6.9,5.2,9.2,8.3,5.6,17,0,2,1,2,9.4,0,2.0,0,2,อาหาร,3,3.35,5,1
54.4,30.1,65.9,90.0,92.2,9.8,3.9,6.7,9.6,1.7,1.9,17,1,5,1,1,7.5,4,8.0,0,2,อาหาร,2,3.95,5,5
95.1,51.0,52.5,59.1,89.2,3.3,3.8,3.9,9.3,7.4,7.7,16,0,4,2,0,5.9,0,2.1,0,2,บัญชี,2,2.6,3,1
88.1,75.3,71.7,36.3,66.8,5.0,3.5,9.5,3.4,5.8,2.0,18,1,2,1,3,5.6,2,1.8,0,3,บัญชี,2,3.45,4,1
97.6,98.2,99.7,60.6,78.4,4.4,8.2,9.3,3.1,1.1,4.6,17,0,5,3,3,7.9,5,5.0,1,4,บัญชี,1,3.3,4,1
38.7,89.3,60.5,46.2,91.8,3.1,8.0,4.3,3.7,3.3,8.2,17,0,5,4,0,7.5,5,4.1,0,4,อาหาร,1,3.27,4,1
81.2,31.7,94.4,50.4,64.7,4.7,3.4,5.4,5.0,9.3,5.2,17,1,5,1,0,8.5,2,0.2,0,3,บัญชี,1,2.86,4,2
95.7,92.9,54.2,84.1,51.9,7.8,6.9,7.3,3.8,9.3,8.6,16,0,5,4,0,6.5,3,1.0,0,4,สารสนเทศ,1,2.77,3,1
42.7,84.8,33.8,35.3,82.8,4.6,3.6,3.7,4.4,8.2,4.1,16,0,5,2,1,7.0,6,6.5,0,3,สารสนเทศ,3,2.67,3,4
34.7,84.6,44.3,87.9,45.4,6.6,9.3,5.5,6.6,9.8,9.6,17,0,2,3,2,5.1,5,3.9,1,3,สารสนเทศ,1,3.19,4,2
81.9,62.1,59.3,59.9,57.2,9.2,9.3,4.8,7.9,8.3,2.9,16,0,3,3,1,8.1,4,1.2,0,2,บัญชี,3,2.94,4,1
70.2,57.9,45.4,71.7,90.6,7.9,7.9,9.4,7.6,1.1,1.3,18,0,5,4,2,7.1,2,3.7,0,2,อาหาร,3,3.05,4,5
88.9,51.2,30.0,36.3,80.7,5.8,9.5,9.0,8.3,3.6,8.9,16,0,4,3,3,9.6,5,2.0,0,1,บัญชี,2,3.07,4,4
39.8,34.6,94.1,53.6,58.3,5.6,8.7,7.1,1.3,1.3,7.8,17,1,2,2,2,8.2,5,1.8,1,3,อาหาร,2,4.0,5,1
85.7,46.0,89.1,36.3,45.0,6.2,8.8,6.6,1.4,1.8,3.1,18,0,1,4,0,7.0,1,7.7,1,2,บัญชี,1,3.56,5,2
44.1,47.3,82.0,97.3,54.9,4.2,7.0,9.5,8.1,3.0,9.9,16,1,3,3,1,6.3,0,2.9,1,2,อาหาร,2,3.54,3,1
41.5,63.9,41.7,86.5,49.9,7.4,5.1,9.5,5.8,5.5,5.5,17,0,4,2,0,9.5,5,0.4,0,2,สารสนเทศ,3,2.32,3,1
41.5,82.3,38.4,62.2,42.3,5.5,4.5,9.8,6.2,8.6,9.6,19,0,5,2,3,5.1,5,7.8,1,4,สารสนเทศ,1,4.0,4,2
87.0,63.2,34.7,45.7,82.0,9.0,5.3,3.9,1.5,8.8,5.5,19,0,2,1,1,6.6,1,6.4,0,2,บัญชี,1,2.61,3,2
76.6,34.0,80.7,95.3,47.6,8.3,7.4,4.1,3.3,6.5,5.2,18,0,2,3,1,9.7,6,2.0,0,4,อาหาร,1,2.59,3,1
66.6,97.0,95.0,54.1,61.8,7.3,4.2,7.7,6.7,9.4,5.0,18,0,5,4,0,8.3,2,3.3,1,2,สารสนเทศ,2,3.48,4,2
55.1,96.0,60.1,41.3,57.0,5.5,4.8,6.8,8.7,5.5,4.0,18,0,4,1,1,7.7,2,6.9,0,4,สารสนเทศ,1,3.53,4,2
91.4,85.0,38.3,69.4,98.7,4.5,6.3,3.1,9.3,9.0,5.8,16,0,2,4,0,6.0,1,2.9,0,4,สารสนเทศ,2,3.21,4,1
57.5,99.4,65.9,96.1,57.4,8.4,4.6,3.4,5.5,5.1,5.1,18,0,3,1,2,9.2,1,4.5,0,2,สารสนเทศ,2,3.62,5,1
87.2,68.1,54.4,30.3,35.6,6.4,7.1,9.2,5.9,3.5,1.3,16,1,4,2,3,6.0,3,4.3,0,3,บัญชี,1,3.4,5,2
60.7,97.4,56.2,46.7,36.3,4.6,9.5,9.1,8.5,9.2,3.3,17,1,5,1,0,6.2,0,3.2,0,1,สารสนเทศ,3,3.96,5,2
56.4,35.3,73.5,95.7,71.4,4.4,8.2,5.5,5.8,4.5,2.9,16,1,4,1,3,6.0,1,5.1,1,1,อาหาร,1,4.0,5,1
62.4,55.6,80.3,42.0,72.0,4.2,7.7,9.2,5.7,5.5,8.8,16,1,4,1,1,5.8,0,3.8,0,3,อาหาร,1,2.89,4,1
51.1,45.8,37.7,37.9,59.3,8.4,7.1,7.2,9.1,4.0,6.4,17,0,1,3,3,9.8,5,0.2,1,2,อาหาร,1,3.21,4,4
82.3,43.7,32.5,69.9,60.2,4.6,6.4,8.6,8.1,7.0,7.9,19,0,5,1,3,8.0,4,6.5,1,3,บัญชี,3,2.62,4,1
65.2,39.9,99.6,90.3,33.8,6.7,4.3,6.0,9.2,10.0,9.6,16,0,3,2,3,8.2,2,0.9,0,2,อาหาร,3,2.64,3,4
46.3,73.6,46.3,63.4,66.2,6.2,9.3,3.8,3.0,1.2,6.8,16,1,5,4,1,9.8,1,3.7,0,2,สารสนเทศ,1,2.91,4,4
93.0,84.7,33.8,99.6,65.3,7.1,4.7,6.0,5.7,9.1,9.8,17,1,1,3,2,6.2,4,4.6,1,2,สารสนเทศ,1,2.99,4,2
56.9,70.5,43.3,77.5,40.5,9.1,3.6,6.2,8.6,1.0,3.8,18,1,5,2,2,5.0,2,5.6,1,2,สารสนเทศ,3,3.02,4,5
68.0,40.3,32.7,35.2,37.3,9.1,8.3,6.9,2.0,4.3,2.7,17,0,5,3,2,8.0,3,3.3,0,2,บัญชี,2,3.48,5,2
93.5,86.8,57.4,99.5,38.7,6.2,4.2,3.7,8.2,2.5,4.6,19,0,3,4,0,7.5,2,5.9,0,3,สารสนเทศ,1,2.37,4,3
73.7,74.5,86.2,58.6,37.1,3.1,5.6,9.9,2.6,7.8,5.2,18,1,1,4,0,7.4,1,1.1,1,3,สารสนเทศ,2,2.48,2,3
38.2,57.2,53.9,50.1,72.7,6.0,3.2,4.7,8.3,1.5,9.1,19,0,5,4,1,5.3,4,5.2,0,1,อาหาร,3,3.36,5,2
95.8,77.2,61.1,69.1,43.8,7.2,4.0,4.4,6.5,6.0,6.0,16,0,5,3,2,7.3,4,6.6,1,2,บัญชี,1,3.1,3,1
73.9,48.2,77.3,51.3,47.6,6.9,4.2,6.7,2.7,3.7,3.6,19,0,2,3,3,6.4,4,7.1,0,3,บัญชี,1,3.5,3,1
53.4,54.2,65.6,36.1,42.2,7.6,3.4,6.8,5.3,2.2,7.7,19,1,5,4,2,6.4,2,4.6,1,3,บัญชี,1,3.16,4,3
39.7,94.2,90.3,30.1,97.0,4.1,7.6,6.1,7.1,7.9,5.6,17,0,3,4,0,6.1,0,2.5,0,2,อาหาร,2,2.4,3,4
85.6,50.3,90.6,61.5,89.8,7.5,8.9,8.4,6.7,3.0,2.5,18,1,2,2,1,6.7,6,1.3,1,2,อาหาร,1,3.02,4,4
73.4,62.9,30.7,88.6,46.1,4.3,5.6,6.6,4.8,3.0,6.2,16,1,1,4,2,6.8,0,2.8,1,3,สารสนเทศ,3,2.88,4,1
67.3,92.3,84.5,70.1,52.9,8.3,9.1,7.3,9.1,3.5,9.2,16,0,4,1,0,6.5,2,4.3,0,2,สารสนเทศ,3,3.08,4,2
92.6,79.5,62.3,99.9,44.7,5.4,4.5,8.1,5.7,6.3,8.6,16,0,3,3,0,9.9,1,1.6,1,4,สารสนเทศ,2,2.65,3,5
85.2,34.4,99.2,50.1,64.4,8.0,5.3,3.2,5.6,6.9,6.3,18,0,1,2,3,9.7,2,7.6,0,3,บัญชี,1,3.04,4,1
40.6,40.3,63.8,49.6,31.4,3.3,4.1,7.0,1.6,1.2,4.4,18,1,2,3,2,7.9,0,7.2,0,1,อาหาร,3,2.53,3,2
51.8,30.5,99.1,41.2,77.0,5.9,7.3,9.2,9.3,3.2,1.8,19,1,4,4,3,9.9,2,0.3,1,2,อาหาร,2,2.65,4,4
47.4,74.2,82.8,41.5,66.6,7.9,5.9,3.1,2.6,4.9,5.2,19,0,1,1,2,10.0,4,4.5,0,4,อาหาร,2,2.29,3,4
82.1,61.3,47.4,50.0,92.9,4.6,7.3,5.8,5.8,4.0,7.8,18,0,3,4,1,6.8,1,6.3,0,1,อาหาร,3,2.95,4,2
32.3,39.4,67.7,85.5,41.5,8.6,8.3,9.5,8.2,9.0,4.2,16,1,2,3,2,7.2,6,2.0,0,1,อาหาร,3,2.7,3,5
69.9,97.1,99.4,93.4,86.3,7.4,6.8,5.5,2.9,8.1,3.1,18,1,3,2,3,9.8,1,4.2,0,1,สารสนเทศ,2,2.93,3,4
83.4,67.1,90.0,98.3,85.4,7.1,7.4,6.2,5.7,6.6,9.4,17,1,3,3,3,8.0,3,3.2,1,2,อาหาร,2,3.13,4,1
91.4,46.9,36.8,46.3,38.9,5.5,9.5,9.9,3.2,4.0,8.4,18,1,2,2,0,6.1,6,1.6,0,1,บัญชี,1,3.09,4,3
53.9,65.0,79.4,91.7,57.9,6.4,5.1,4.4,7.8,7.3,6.7,18,1,5,1,2,8.4,2,4.9,0,3,อาหาร,3,2.71,4,1
87.5,77.6,54.2,53.0,41.9,7.2,5.5,3.5,6.1,8.6,2.2,16,0,3,4,2,6.0,5,7.9,0,3,บัญชี,3,3.37,4,1
37.7,35.3,30.5,37.9,47.8,6.3,8.0,9.0,8.7,6.4,2.3,19,1,2,4,1,6.7,5,2.9,0,2,อาหาร,1,2.82,3,2
89.3,49.2,58.2,90.9,48.4,7.9,7.3,9.1,9.1,8.1,1.9,17,1,3,1,0,6.1,6,4.4,0,2,บัญชี,3,3.21,3,3
38.9,86.5,46.4,74.5,68.9,6.0,4.2,6.3,6.8,7.7,6.5,17,0,5,3,3,6.2,6,2.6,1,1,สารสนเทศ,3,3.06,4,4
57.8,62.2,87.3,41.5,58.8,4.4,5.6,6.6,7.5,6.1,2.0,17,1,2,1,2,5.0,6,7.0,0,2,บัญชี,1,2.4,3,1
